Order_all,Family_all,Genus_all,Species_all,subspecies,species_geonet,sex_or_flower_type,breeding_system,autonomous_selfing_level (none/low/medium/high),compatibility,compatibility_genus,info_level,asexual_reproduction,asexual_reproduction_type,agamospermy/apomixis (yes/no/some_populations),parasitic (yes/no),flower_colour ,flower_morphology,flower_pollinator_morphology,flower_symmetry,corolla_diameter_mean_mm,corolla_diameter_min_mm,corolla_diameter_max_mm,corolla_length_mean_mm,corolla_length_min_mm,corolla_length_max_mm,tube_length_mm,life_form,lifespan,plant_height_min_m,plant_height_max_m,plant_height_mean_m,references,reference_journal,doi,doi,doi,doi,doi,type_of_proxy_seed _or_fruit,open_pollination_percentage,open_pollination_n,hand_poll_outcrossing_percentage,hand_poll_outcrossing_percentage_n,hand_poll_self_percentage,hand_poll_self_n,spontaneus_selfing_percentage,spontaneus_selfing_n,geitonogamy_percentage,geitonogamy_n,apomixis_percentage,apomixis_n,intramorph_percentage,intramorph_n,stamen_length_mm,stamen_length_min_mm,stamen_length_max_mm,style_length_mm,style_length_min_mm,style_length_max_mm,ovary_length_mm,ovary_min_mm,ovary_max_mm,stigma_length_mm,stigma_min_mm,stigma_max_mm,pistil_length_mm,pistil_min_mm,pistil_max_mm,inflorescence_form,inflorescence_arrangement,inflorescence_length_mm,inflorescence_width_mm,inflorescence_comment,pollen_anther_mean,pollen_anther_sd,pollen_anther_n,pollen_flower_mean,pollen_flower_min,pollen_flower_max,pollen_flower_sd,pollen_flower_n,pollen_ovule_ratio,pollen_ovule_ratio_sd,ovules_mean,ovules_sd,ovules_n,stamen_mean,anthers_exerted_yes_or_no,anthers_exerted_mm,pistil_mean,stigma_mean,stigma_exerted_yes_or_no,stigma_exerted_mm,flowers_inflorescences_min,flowers_inflorescences_max,flowers_inflorescences_mean,inflorescences_plant_min,inflorescences_plant_max,inflorescences_plant_mean,flower_plant_min,flower_plant_max,flower_plant_mean,flower_lifespan_days,flowering_time_days,nectar_yes_or_no,nectar_ul_day_mean,nectar_ul_day_sd,nectar_ul_day_n,total_nectar_ul_mean,total_nectar_ul_sd,total_nectar_ul_n,sugar_nectar_mg_mean,sugar_nectar_mg_sd,sugar_nectar_mg_n,sugar_concentration_mean,sugar_concentration_sd,sugar_concentration_n,fruit_type,fruit_colour,fruit_length_mm,fruit_width_mm,pollen_polar_length_um_mean,pollen_polar_length_um_min,pollen_polar_length_um_max,pollen_equatorial_length_mean_um ,pollen_equatorial_length_min_um,pollen_equatorial_length_max_um,pollen_polar_equatorial,mean_pollen_tube_growth_um_min,chromosome number,ploidy,location,country,references,reference_journal,doi,doi,doi,doi,doi,
Lamiales,Lamiaceae,Vitex,Vitexÿnegundo,cannabifolia,Vitex cannabifolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malpighiales,Hypericaceae,Vismia,Vismiaÿlauriformis,,Vismia lauriformis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malpighiales,Violaceae,Viola,Viola vaginata,,Viola vaginata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malpighiales,Violaceae,Viola,Viola striata,NA,Viola striata,bisexual,cleistogamous & chasmogamous,NA,self_compatible,NA,flower,yes,rhizomes,NA,,white,campanulate,campanulate,zygomorphic,20,NA,NA,30,NA,NA,NA,herb,perennial,0.15,0.3,0.225,NA; cortes-palomec 2005,"online: https://www.illinoiswildflowers.info; thesis: ecological factors, mixed breeding system and population genetic structure in subtropical and temperate violet",NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malpighiales,Violaceae,Viola,Viola sagittata,NA,Viola sagittata,bisexual,cleistogamous & chasmogamous,NA,self_compatible,NA,flower,yes,rhizomes,NA,,lilac,tube,tube,zygomorphic,22,19,25,19.5,NA,NA,12,herb,perennial,0.05,0.5,0.275,NA; NA,online: www.efloras.org; online: http://dev.semanticfna.org,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malpighiales,Violaceae,Viola,Viola riviniana,,Viola riviniana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malpighiales,Violaceae,Viola,Viola pubescens,NA,Viola pubescens,bisexual,cleistogamous & chasmogamous,high,self_compatible,NA,flower,NA,NA,no,,yellow,tube,tube,zygomorphic,19,NA,NA,20,NA,NA,9,herb,perennial,0.1,0.45,0.225,NA; culley 2002; NA,online: http://www.efloras.org; journal: international journal of plant sciences; online: https://www.illinoiswildflowers.info,NA,10.1086/324180,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malpighiales,Violaceae,Viola,Viola praemorsa,,viola praemorsa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malpighiales,Violaceae,Viola,Violaÿphilippii,,Viola philippii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malpighiales,Violaceae,Viola,Viola philippica,pseudojaponica,Viola pseudo-japonica,bisexual,cleistogamous & chasmogamous,NA,self_compatible,NA,flower,yes,NA,NA,,purple,papilionaceous,papilionaceous,zygomorphic,12.5,NA,NA,12.5,NA,NA,NA,herb,perennial,0.3,0.15,0.9,"NA; huang et al., 2017",online: https://indiabiodiversity.org; journal: chinese journal of plant ecology,NA,https://doi.org/10.17521/cjpe.2017.0153ÿ,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,solitary,NA,12.5,12.5,NA,NA,NA,NA,NA,,,NA,NA,NA,,NA,NA,NA,5,,no,0,1,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,capsule,NA,8.5,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA; huang et al., 2017",online: https://indiabiodiversity.org; chinese journal of plant ecology,NA,https://doi.org/10.17521/cjpe.2017.0153ÿ,,,,
Malpighiales,Violaceae,Viola,Violaÿpedatifida,NA,Viola pedatifida,bisexual,cleistogamous & chasmogamous,low,self_compatible,NA,flower,yes,rhizomes,NA,,purple,tube,tube,zygomorphic,18,NA,NA,15,NA,NA,8.6,herb,perennial,0.075,0.15,0.11,montgomery 2009; NA; NA,journal: botany; online: https://www.minnesotawildflowers.info; online: http://swbiodiversity.org,10.1139/B08-139,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malpighiales,Violaceae,Viola,Viola pedata,NA,Viola pedata,bisexual,hermaphrodite,low,partially_self_incompatible,NA,flower,NA,NA,no,,purple,bowl,bowl,zygomorphic,38,NA,NA,3.2,NA,NA,NA,herb,perennial,0.07,0.15,0.11,NA; becker & ewart 1990,online: https://www.minnesotawildflowers.info; congress: symposium on bedding and pot plant culture,NA,10.17660/ActaHortic.1990.272.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malpighiales,Violaceae,Viola,Violaÿpapilionacea,,Viola papilionacea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malpighiales,Violaceae,Viola,Viola orientalis,,Viola orientalis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malpighiales,Violaceae,Viola,Viola obliqua,NA,Viola cucullata,bisexual,cleistogamous & chasmogamous,NA,self_compatible,NA,flower,NA,NA,NA,,purple,tube,tube,zygomorphic,22.5,15,40,17.5,13,22,5,herb,perennial,0.07,0.2,0.135,NA; NA,online: http://swbiodiversity.org; online: https://www.illinoiswildflowers.info,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malpighiales,Violaceae,Viola,Violaÿmontagnei,,Viola montagnei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malpighiales,Violaceae,Viola,Viola mandshurica,,Viola mandshurica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malpighiales,Violaceae,Viola,Viola kusanoana,,Viola kusanoana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malpighiales,Violaceae,Violaceae,Viola hondoensis,,Viola hondoensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malpighiales,Violaceae,Viola,Viola grypoceras,,Viola grypoceras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malpighiales,Violaceae,Viola,Viola delavayi,,Viola delavayi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malpighiales,Violaceae,Viola,Viola cunninghamii,,Viola cunninghamii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malpighiales,Violaceae,Viola,Viola biflora,NA,Viola biflora,bisexual,cleistogamous & chasmogamous,NA,self_compatible,NA,flower,yes,roots,NA,,yellow,tube,tube,zygomorphic,10,NA,NA,8,NA,NA,NA,herb,perennial,0.05,0.12,0.09,NA; NA; NA,online: http://www.luontoportti.com; online: https://garden.org; online: efloras.org,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,NA,NA,1,NA,NA,0.5,NA,NA,3.3,NA,NA,cyme,axilar,40,40,NA,NA,NA,NA,NA,,,NA,NA,NA,,NA,NA,NA,5,no,0,1,1,no,0,1,4,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,capsule,NA,6,4,NA,NA,NA,NA,NA,NA,NA,NA,2n=12,NA,NA,NA,NA; NA; NA,online: http://www.luontoportti.com; online: https://garden.org; online: efloras.org,NA,NA,NA,,,
Malpighiales,Violaceae,Viola,Violaÿatropurpurea,,Viola atropurpurea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malpighiales,Violaceae,Viola,Viola arcuata,NA,Viola verecunda,bisexual,hermaphrodite,NA,NA,self_compatible,flower,yes,rizhomes,NA,,white and purple,campanulate,campanulate,zygomorphic,32.5,20,45,20,NA,NA,NA,herb,perennial,NA,0.35,0.18,beattie 1969; NA,journal: new phytologist; online: http://tropical.theferns.info,https://doi.org/10.1111/j.1469-8137.1969.tb06517.xÿ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gentianales,Apocynaceae,Vincetoxicum,Vincetoxicum hirundinaria,,Vincetoxicum hirundinaria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Viguiera,Viguieraÿgrandiflora,,Viguiera grandiflora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fabales,Fabaceae,Vigna,Vigna marina,NA,Vigna marina,bisexual,hermaphrodite,NA,self_compatible,NA,flower,NA,NA,NA,,yellow,papilionaceous,papilionaceous,zygomorphic,16,NA,NA,12,NA,NA,NA,vine,perennial,NA,2,1,NA; NA,online: http://keys.trin.org.au; online: https://www.tropicalgrasslands.asn.au,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cyme,terminal,22.5,20,consider_just_top,NA,NA,NA,NA,,,NA,NA,NA,,8,NA,NA,10,NA,NA,NA,NA,NA,NA,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pod,NA,60,5.25,NA,NA,NA,NA,NA,NA,NA,NA,2n=22,diploid,NA,NA,NA; NA,online: http://keys.trin.org.au; online: https://www.tropicalgrasslands.asn.au,NA,NA,,,,
Fabales,Fabaceae,Vigna,Vigna luteola,,Vigna luteola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fabales,Fabaceae,Vigna lasiocarpa,Vigna lasiocarpa,,Vigna lasiocarpa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fabales,Fabaceae,Vicia,Vicia venosa,NA,Vicia venosa,bisexual,hermaphrodite,NA,NA,self_compatible,flower,NA,NA,NA,,dark purple,tube,tube,zygomorphic,5,NA,NA,13,NA,NA,NA,herb,perennial,0.4,0.8,0.6,NA; NA,book: flora of china: 29. tribe fabaceae; online: https://cropgenebank.sgrp.cgiar.org/images/file/forage_legumes/breeding%20systems%20table.pdf,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fabales,Fabaceae,Vicia,Vicia unijuga,,Vicia unijuga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fabales,Fabaceae,Vicia,Viciaÿsepium,NA,Vicia sepium,bisexual,hermaphrodite,none,self_incompatible,NA,flower,yes,runners,no,no,violet_or_blue,papilionaceous,papilionaceous,zygomorphic,13.5,NA,NA,13.5,12,15,NA,herb,perennial,NA,1,0.5,kleunen et al; 2008; NA,journal: journal of plant ecology; online: http://www.agroatlas.ru/ *compatibility*,https://doi.org/10.1093/jpe/rtn017,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fabales,Fabaceae,Vicia,Vicia sativa,NA,Vicia sativa,bisexual,hermaphrodite,NA,self_compatible,NA,flower,NA,NA,NA,,blue to purple,papilionaceous,papilionaceous,zygomorphic,8.5,6,11,20,10,30,NA,herb,annual,0.15,1,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fabales,Fabaceae,Vicia,Vicia nummularia,,Vicia nummularia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fabales,Fabaceae,Vicia,Vicia nigricans,,Vicia nigricans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fabales,Fabaceae,Vicia,Vicia multicaulis,,Vicia multicaulis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fabales,Fabaceae,Vicia,Vicia lutea,,Vicea lutea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fabales,Fabaceae,Vicia,Vicia hirsuta,,Vicia hirsuta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fabales,Fabaceae,Vicia,Vicia cracca,NA,Vicia cracca,bisexual,hermaphrodite,NA,partially_self_incompatible,NA,flower,yes,rhizomes,NA,no,blue,papilionaceous,papilionaceous,zygomorphic,6.5,NA,NA,11,NA,NA,NA,trepadora,perennial,NA,2,1,"eliasova & munzbergova 2014; NA; NA; aarssen, hall & jensen 1986",journal: biological journal of the linnean society; online: http://climbers.lsa.umich.edu; online: https://static1.squarespace.com; journal: canadian journal of plant science,ÿhttps://doi.org/10.1111/bij.12318,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fabales,Fabaceae,Vicia,Vicia americana,,Vicia americana,REPEATED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fabales,Fabaceae,Vicia,Vicia americana,,vicia americana,REPEATED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dipsacales,Adoxaceae,Viburnum,Viburnum suspensum,,Viburnum suspensum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dipsacales,Viburnaceae,Viburnum,Viburnum pubescens,pubescens,Viburnum pubescens,bisexual,hermaphrodite,NA,self_incompatible,self_incompatible,Flower,NA,NA,NA,,white,campanulate,tube,actinomorphic,3,NA,NA,1.5,NA,NA,1,shrub,perennial,0.1,4.5,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dipsacales,Viburnaceae,Viburnum,Viburnumÿprunifolium,NA,Viburnum prunifolium,bisexual,hermaphrodite,NA,self_incompatible,NA,flower,NA,NA,no,,white,bowl,bowl,actinomorphic,9,NA,NA,3,NA,NA,NA,shrub,perennial,NA,2,1,NA; NA,online: http://www.missouriplants.com; online: https://practicalplants.org,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dipsacales,Viburnaceae,Viburnum,Viburnum plicatum,NA,Viburnum plicatum,bisexual,hermaphrodite,none,self_incompatible,NA,flower,no,NA,NA,,white,disk,disk,actinomorphic,5,NA,NA,NA,NA,NA,NA,shrub,perennial,NA,3,1.5,NA,online: efloras.org,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dipsacales,Viburnaceae,Viburnum,Viburnum phlebotricum,NA,Viburnum phlebotricum,bisexual,hermaphrodite,NA,NA,self_incompatible,flower,NA,NA,NA,,white,bowl,bowl,actinomorphic,5,4,6,NA,NA,NA,NA,herb,perennial,NA,NA,NA,"inoue et al., 1990; NA","journal: contributions from the biological laboratory, kyoto; online: https://plants.usda.gov/plantguide/pdf/pg_viac.pdf",NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dipsacales,Adoxaceae,Viburnum,Viburnum opulus,,Viburnum opulus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dipsacales,Adoxaceae,Viburnum,Viburnum lantana,,Viburnum lantana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dipsacales,Adoxaceae,Viburnum,Viburnum furcatum,,Viburnum furcatum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dipsacales,Adoxaceae,Viburnum,Viburnum erosum,,Viburnum erosum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dipsacales,Adoxaceae,Viburnum,Viburnum dilatatum,,Viburnum dilatatum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lamiales,Plantaginaceae,Veronicastrum,Veronicastrum virginicum,NA,Veronica virginica,bisexual,protandrous,NA,NA,self_incompatible,flower,yes,rhizomes,NA,,white to pink,tube,tube,zygomorphic,4,NA,NA,7,6,8,7,herb,perennial,0.8,2,1.4,Kampny et al 1993; Scalone and Albach (Genus SI); Go Botany,American Journal of Botany; Turkish Journal of Botany; Go Botany,https://doi.org/10.1002/j.1537-2197.1993.tb13823.xÿ,https://doi.org/10.3906/bot-1302-2ÿ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lamiales,Plantaginaceae,Veronicastrum,Veronicastrumÿsibiricum,japonicum,Veronicastrum sibiricum japonicum,REPEATED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
