Species_geonet,Unique_id,Locality,Latitude,Longitude,Order_all,Family_all,Genus_all,Species_all,Subspecies,Sex_or_flower_type,Breeding_system,Autonomous_selfing_level,Autonomous_selfing_level_data_type,Autonomous_selfing_level_fruit_set,Autonomous_selfing_level_seed_set,autonomous_selfing_sample_size,Compatibility,Self_compatible_author,Self_compatible_reference,Self_compatible_doi,Compatibility_genus,Info_level,Asexual_reproduction,Asexual_reproduction_type,Agamospermy/apomixis (yes/no/some_populations),Flower_colour,Flower_morphology,Flower_symmetry,Corolla_diameter_mean,Corolla_diameter_min,Corolla_diameter_max,Corolla_length_mean,Corolla_length_min,Corolla_length_max,Tube_length,style_length_mm,style_length_min_mm,style_length_max_mm,style_length_max_sd,style_length_max_N,ovules_mean,ovules_min,ovules max,ovules_sd,ovules_n,life_form,lifespan,plant_height_min_m,plant_height_max_m,plant_height_mean_m,References,Reference_info,DOI,doi__1,doi__2,doi__3,doi__4,type_of_proxy_seed _or_fruit,open_pollination_percentage,open_pollination_n,hand_poll_outcrossing_percentage,hand_poll_outcrossing_percentage_n,hand_poll_self_percentage,hand_poll_self_n,spontaneus_selfing_percentage,spontaneus_selfing_n,geitonogamy_percentage,geitonogamy_n,apomixis_percentage,apomixis_n,intramorph_percentage,intramorph_n,stamen_length_mm,stamen_length_min_mm,stamen_length_max_mm,style_length_mm,style_length_min_mm,style_length_max_mm,style_length_max_sd,style_length_max_N,ovary_length_mm,ovary_min_mm,ovary_max_mm,stigma_length_mm,stigma_min_mm,stigma_max_mm,pistil_length_mm,pistil_min_mm,pistil_max_mm,inflorescence_form,inflorescence_arrangement,inflorescence_length_mm,inflorescence_width_mean_mm,inflorescence_width_min_mm,inflorescence_width_max_mm,inflorescence_comment,pollen_anther_mean,pollen_anther_min,pollen_anther_max,pollen_anther_sd,pollen_anther_n,pollen_flower_mean,pollen_flower_min,pollen_flower_max,pollen_flower_sd,pollen_flower_n,pollen_ovule_ratio,pollen_ovule_ratio_sd,ovules_mean,ovules_min,ovules max,ovules_sd,ovules_n,stamen_mean,stamen_min,stamen_max,anthers_exerted_yes_or_no,anthers_exerted_mm,pistil_mean,stigma_mean,stigma_exerted_yes_or_no,stigma_exerted_mm,flowers_inflorescences_min,flowers_inflorescences_max,flowers_inflorescences_mean,inflorescences_plant_min,inflorescences_plant_max,inflorescences_plant_mean,flower_plant_min,flower_plant_max,flower_plant_mean,flower_lifespan_days,flowering_time_days,nectar_yes_or_no,nectar_ul_day_mean,nectar_ul_day_sd,nectar_ul_day_n,total_nectar_ul_mean,total_nectar_ul_sd,total_nectar_ul_n,sugar_nectar_mg_mean,sugar_nectar_mg_sd,sugar_nectar_mg_n,sugar_concentration_mean,sugar_concentration_sd,sugar_concentration_n,fruit_type,fruit_colour,fruit_length_mm,fruit_width_mm,pollen_polar_length_um_mean,pollen_polar_length_um_min,pollen_polar_length_um_max,pollen_equatorial_length_mean_um,pollen_equatorial_length_min_um,pollen_equatorial_length_max_um,pollen_polar_equatorial,mean_pollen_tube_growth_um_min,chromosome number,ploidy,location,country,references__1,reference_journal__1,doi__5,doi__6,doi__7,doi__8,doi__9
Descurainia_sp.,chacoff_2011.csv,"Mendoza, Argentina",-32.008985,-68.015892,Brassicales,Brassicaceae,Descurainia,Descurainia sp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dipyrena_glaberrima,chacoff_2011.csv,"Mendoza, Argentina",-32.008985,-68.015892,Lamiales,Verbenaceae,Dipyrena,Dipyrena glaberrima,NA,bisexual,hermaphrodite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flower,NA,NA,NA,cream white,tube,actinomorphic,15,NA,NA,25,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,shrub,perennial,NA,1,1,troncoso 1974,journal: instituto de botanica darwinion,NA,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elaeagnus_angustifolia,chacoff_2011.csv,"Mendoza, Argentina",-32.008985,-68.015892,Rosales,Elaeagnaceae,Elaeagnus,Elaeagnus angustifolia,NA,bisexual,hermaphrodite,none,quantitative,0,NA,61,self_incompatible,"pan et al., 2011",journal: international conference of multimedia technology,https://doi.org/10.1109/ICMT.2011.6003345,NA,flower,yes,"trea death, lateral stalks",no,yellow,campanulate,actinomorphic,9.9,8.32,12.68,7.5,5,10,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,tree,perennial,NA,7,3,hangzhou 2011; NA; tutuncu koyar & dane 2012,congress: international conference o multimedia technology; online: the jepson herbarium; journal: journal of applied biological sciences,https://doi.org/10.1109/icmt.2011.6003345,NA,NA,,,fruit,10.9,64,14.3,56,0,47,0,61,,,0,58,,,,,,,,,,,,,,,,,,,,raceme,,NA,NA,,,,,,,,,,,,,,,,,,,,,15,,,yes,NA,1,1,yes,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,online: efloras.org,NA,,,,
Erodium_cicatarium,chacoff_2011.csv,"Mendoza, Argentina",-32.008985,-68.015892,Geraniales,Geraniaceae,Erodium,Erodium cicutarium,NA,bisexual,hermaphrodite,high,quantitative,82.8,NA,NA,self_compatible,"alarcon, roquet & aldasoro 2011",journal: american society of plant taxonomists,https://doi.org/10.1600/036364411X583637,NA,flower,no,NA,no,pink,bowl,actinomorphic,10,NA,NA,3.5,NA,NA,NA,1,NA,NA,NA,NA,5,NA,NA,NA,NA,herb,annual,0.1,0.8,0.45,"alarcon, roquet & aldasoro 2011; NA; NA","journal: systematic botany *compatibility, selfing level*; online: http://issg.org/ *not asexual rep*; online: http://www.luontoportti.com *flower size*; online: http://w3.biosci.utexas.edu/",https://doi.org/10.1600/036364411X583637,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erodium_sp.,chacoff_2011.csv,"Mendoza, Argentina",-32.008985,-68.015892,Geraniales,Geraniaceae,Erodium,Erodium sp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fumaria_capreolata,chacoff_2011.csv,"Mendoza, Argentina",-32.008985,-68.015892,Ranunculales,Papaveraceae,Fumaria,Fumaria capreolata,NA,bisexual,hermaphrodite,NA,NA,NA,NA,NA,self_compatible,NA,NA,NA,NA,flower,NA,NA,NA,white and pink,tube,zygomorphic,2,NA,NA,12,10,14,12,NA,NA,NA,NA,NA,1.5,1,2,NA,NA,vine,perennial,0.1,0.8,0.45,NA; NA; NA,online: flora of north america; online: keys.lucidentral; online: https://indiabiodiversity.org/,NA,NA,NA,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glandularia_crithmifolia,chacoff_2011.csv,"Mendoza, Argentina",-32.008985,-68.015892,Lamiales,Verbenaceae,Junellia,Junellia crithmifolia,NA,bisexual,hermaphrodite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flower,NA,NA,NA,white to lilac,tube,actinomorphic,10,NA,NA,14,12,16,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,herb,perennial,0.4,1,0.7,"oleary, peralta & mulgura 2011",journal: darwiniana,NA,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Helenium_donianum,chacoff_2011.csv,"Mendoza, Argentina",-32.008985,-68.015892,Asterales,Asteraceae,Helenium,Helenium donianum,NA,bisexual,hermaphrodite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,capitulum,NA,NA,NA,yellow,disk,actinomorphic,23.75,capitulum,capitulum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,herb,perennial,0.3,0.8,0.55,bierner 1987,journal: the botanical research institute of texas,https://doi.org/10.2307/2418298,,,,,fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heliotropium_sp.,chacoff_2011.csv,"Mendoza, Argentina",-32.008985,-68.015892,Boraginales,Boraginaceae,Heliotropium,Heliotropium sp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hoffmannseggia_eremophila,chacoff_2011.csv,"Mendoza, Argentina",-32.008985,-68.015892,Fabales,Fabaceae,Hoffmannseggia,Hoffmannseggia eremophila,NA,bisexual,hermaphrodite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flower,NA,NA,NA,yellow,disk,actinomorphic,20,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,herb,perennial,NA,0.5,0.25,ulibarri 1979,journal: instituto de botanica darwinion,NA,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hysterionica_jassionoide,chacoff_2011.csv,"Mendoza, Argentina",-32.008985,-68.015892,Asterales,Asteraceae,Hysterionica,Hysterionica jasionoides,NA,bisexual,hermaphrodite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flower,NA,NA,NA,yellow,tube,actinomorphic,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,herb,annual,0.15,0.3,225,"schneider et al., 2013",journal: rodriguesia,http://dx.doi.org/10.1590/S2175-78602013000300011,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Junellia_aspera,chacoff_2011.csv,"Mendoza, Argentina",-32.008985,-68.015892,Lamiales,Verbenaceae,Mulguraea,Mulguraea aspera,NA,bisexual,hermaphrodite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flower,NA,NA,NA,white,tube,actinomorphic,5,NA,NA,10,NA,NA,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,shrub,perennial,0.8,1.2,1,NA,online: instituto de botanica darwinion,NA,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Larrea_cuneifolia,chacoff_2011.csv,"Mendoza, Argentina",-32.008985,-68.015892,Zygophyllales,Zygophyllaceae,Larrea,Larrea cuneifolia,NA,bisexual,hermaphrodite,medium,quantitative,30,NA,20,partially_self_incompatible,"tadey, tadey & tadey 2009",journal: botanical journal of the linnean society,https://doi.org/10.1111/j.1095-8339.2009.01001.x,NA,flower,NA,NA,NA,yellow,disk,actinomorphic,6,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,shrub,perennial,,2,1,dalmasso 2016,journal: multequina25: fasciculo 8,NA,,,,,fruit,10,20,60,20,55,20,30,20,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Larrea_divaricata,chacoff_2011.csv,"Mendoza, Argentina",-32.008985,-68.015892,Zygophyllales,Zygophyllaceae,Larrea,Larrea divaricata,NA,bisexual,hermaphrodite,NA,NA,NA,NA,NA,partially_self_incompatible,NA,NA,NA,NA,flower,NA,NA,NA,yellow,disk,actinomorphic,10,NA,NA,10,NA,NA,NA,5,4,6,NA,NA,NA,NA,NA,NA,NA,shrub,perennial,1,3,2,dalmasso 2016; NA; NA,journal: multequina25: fasciculo 8; online: lady bird johnson wildflower center; online: http://beta.semanticfna.org/,NA,NA,NA,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,cyme,NA,NA,NA,,,NA,NA,,,NA,NA,NA,,,NA,NA,NA,,NA,,,NA,NA,NA,,,no,0,NA,NA,no,0,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,berry,NA,5.5,5.5,37.5,31,44,55.5,43,68,0.68,NA,NA,NA,NA,NA,NA; wang & cheng 2002,online: efloras.org; taiwania,NA,NA,,,
Larrea_nitida,chacoff_2011.csv,"Mendoza, Argentina",-32.008985,-68.015892,Zygophyllales,Zygophyllaceae,Larrea,Larrea nitida,NA,bisexual,protogynous,NA,NA,NA,NA,NA,partially_self_incompatible,NA,NA,NA,NA,flower,NA,NA,NA,yellow,disk,actinomorphic,12,NA,NA,5,NA,NA,NA,2.75,2.5,3,NA,NA,7,2,12,NA,NA,shrub,perennial,NA,2.5,1,"rossi et al., 1999; NA; garcia 2012",journal: journal of arid environments; online: http://conosur.floraargentina.edu.ar/; thesis: larrea tridentata,https://doi.org/10.1006/jare.1999.0525,NA,NA,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lecanophora_heterophylla,chacoff_2011.csv,"Mendoza, Argentina",-32.008985,-68.015892,Malvales,Malvaceae,Lecanophora,Lecanophora heterophylla,NA,bisexual,hermaphrodite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flower,NA,NA,NA,pink,bowl,actinomorphic,30,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,herb,perennial,NA,0.3,0.15,NA,online: florabonaerense,NA,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lippia_turbinata,chacoff_2011.csv,"Mendoza, Argentina",-32.008985,-68.015892,Lamiales,Verbenaceae,Lippia,Lippia turbinata,NA,bisexual,hermaphrodite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flower,NA,NA,NA,cream white,tube,actinomorphic,2,NA,NA,2.75,2.5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,shrub,perennial,1,2,1.5,NA; morales & galetto,online: flora bonaerense,NA,https://doi.org/10.1055/s-2003-44794,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,4,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,3.25,2.5,4,umbel,NA,11,5.5,,,NA,NA,,,NA,NA,NA,,,NA,NA,16216,,NA,,,NA,NA,12,,,yes,NA,12,12,yes,NA,4,6,5,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,drupe,NA,5,5,21,20,22,21,20,22,1,NA,NA,NA,NA,NA,"wang & chen 2001; bhuinya, singh & mukherjee 2010; NA; ebar & langlotz 2005",taiwania; journal of tropical medicinal plants; online: https://uses.plantnet-project.org; botanische jahrbucher,10.6165/tai.2001.46(2).167.,NA,NA,https://doi.org/10.1127/0006-8152/2005/0126-0071,
Lycium_chilense,chacoff_2011.csv,"Mendoza, Argentina",-32.008985,-68.015892,Solanales,Solanaceae,Lycium,Lycium chilense,NA,bisexual,hermaphrodite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flower,NA,NA,NA,"pink, white and yellow",campanulate,actinomorphic,10,NA,NA,6.25,4,8.5,4.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,shrub,perennial,NA,0.5,0.5,NA; NA,online: seinet; online: millerlab,NA,NA,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lycium_gilliesianum,chacoff_2011.csv,"Mendoza, Argentina",-32.008985,-68.015892,Solanales,Solanaceae,Lycium,Lycium gilliesianum,NA,bisexual,hermaphrodite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flower,NA,NA,NA,white cream,tube,actinomorphic,3,NA,NA,12.5,10,15,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,shrub,perennial,0.6,1.2,0.9,bernadello & lujan 1997,journal: review of paleobotany and palynology,https://doi.org/10.1016/s0034-6667(96)00057-7,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lycium_tenuispinosum,chacoff_2011.csv,"Mendoza, Argentina",-32.008985,-68.015892,Solanales,Solanaceae,Lycium,Lycium tenuispinosum,NA,bisexual,hermaphrodite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flower,NA,NA,NA,white,campanulate,actinomorphic,10,NA,NA,6,4,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,shrub,perennial,0.4,2.5,1.5,bernadello & lujan 1997; bernardello 1987,journal: review of paleobotany and palynology; journal: brittonia,https://doi.org/10.1016/s0034-6667(96)00057-7,https://doi.org/10.2307/2806983,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Menodora_decemfida,chacoff_2011.csv,"Mendoza, Argentina",-32.008985,-68.015892,Lamiales,Oleaceae,Menodora,Menodora decemfida,NA,bisexual,hermaphrodite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flower,NA,NA,NA,yellow,campanulate,actinomorphic,14.5,NA,NA,6,NA,NA,6,12.5,10,15,NA,NA,8,NA,NA,NA,NA,herb,shrub,NA,1,0.5,steyermark 1932; chumley 2007; NA,"journal: annals of the missouri botanical garden; thesis: phylogeny, biogeography and systematics of menodora (oleaceae) and the chloroplast genome of pelargonium × hortorum; online: http://conosur.floraargentina.edu.ar/",https://doi.org/10.2307/2394175,NA,NA,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mentzelia_albescens,chacoff_2011.csv,"Mendoza, Argentina",-32.008985,-68.015892,Cornales,Loasaceae,Mentzelia,Mentzelia albescens,NA,bisexual,hermaphrodite,NA,NA,NA,NA,NA,self_compatible,NA,NA,NA,NA,flower,NA,NA,NA,yellow,campanulate,actinomorphic,7.45,5.7,9.2,1.65,1.3,3,NA,6.25,5.5,7,NA,NA,NA,NA,NA,NA,NA,herb,biennial,0.1,0.85,0.5,"raven 1963; fernandez, galetto & astegiano 2009; NA",journal: the quarterly review of biology; journal: organisms diversity & evolution; online: http://buscador.floraargentina.edu.ar/,https://doi.org/10.1086/403797,https://doi.org/10.1016/j.ode.2009.02.001,NA,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monttea_aphylla,chacoff_2011.csv,"Mendoza, Argentina",-32.008985,-68.015892,Lamiales,Plantaginaceae,Monttea,Monttea aphylla,NA,bisexual,hermaphrodite,none,quantitative,0,0,20,self_incompatible,tadey 2011,journal: australian journal of botany,http://dx.doi.org/10.1071/BT10282,NA,flower,NA,NA,no,violet,tube,zygomorphic,18,NA,NA,15.5,12,19,15.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,shrub,perennial,NA,3,1.5,tadey 2012; simpson 1990,journal: australian journal of botany; journal: plant systematics and evolution,https://doi.org/10.1071/BT10282,https://doi.org/10.1007/bf00940864,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opuntia_sulphurea,chacoff_2011.csv,"Mendoza, Argentina",-32.008985,-68.015892,Caryophyllales,Cactaceae,Opuntia,Opuntia sulphurea,NA,bisexual,hermaphrodite,NA,NA,NA,NA,NA,self_compatible,NA,NA,NA,NA,compatibility_genus,yes,NA,NA,yellow,bowl,actinomorphic,52.5,50,55,32.5,30,35,NA,45,40,50,NA,NA,NA,NA,NA,NA,NA,shrub,perennial,0.15,0.2,0.18,pigue 2013; NA,journal: cactus and succulent journal; online: https://sib.gob.ar/,http://dx.doi.org/10.2985/015.085.0503,NA,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oxybaphus_obatus,chacoff_2011.csv,"Mendoza, Argentina",-32.008985,-68.015892,Caryophyllales,Nyctaginaceae,Mirabilis,Mirabilis ovata,NA,bisexual,hermaphrodite,NA,NA,NA,NA,NA,self_compatible,NA,NA,NA,NA,flower,NA,NA,NA,pink,campanulate,actinomorphic,10,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,herb,perennial,NA,1,0.5,"nores et al., 2015; nores et al 2013; NA",journal: american journal of botany; journal: botanical journal of the linnean society; online: floraargentina,https://doi.org/10.3732/ajb.1400521,https://doi.org/10.1111/boj.12009,NA,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petunia_axillaris,chacoff_2011.csv,"Mendoza, Argentina",-32.008985,-68.015892,Solanales,Solanaceae,Petunia,Petunia axillaris,NA,bisexual,hermaphrodite,NA,NA,NA,NA,NA,self_incompatible>self_compatible,NA,NA,NA,NA,flower,NA,NA,NA,white,funnelform,actinomorphic,54,51,57,33,31,35,33,25,20,30,NA,NA,NA,NA,NA,NA,NA,herb,perennial,0.3,0.8,0.5,"branderburg et al., 2012; NA",journal: current biology vol 22 no 17; online: http://www.flora.sa.gov.au/,https://doi.org/10.1016/j.cub.2012.06.058,NA,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Philibertia_gilliesii,chacoff_2011.csv,"Mendoza, Argentina",-32.008985,-68.015892,Gentianales,Apocynaceae,Philibertia,Philibertia gilliesii,NA,bisexual,hermaphrodite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,genus,NA,NA,NA,cream white and red,bowl,actinomorphic,12,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,herb,perennial,NA,1,1,"fernandez et al., 2009; goyder 2008",journal: organisms diversity & evolution; journal: otanical magazine,https://doi.org/10.1016/j.ode.2009.02.001,https://doi.org/10.1111/j.1467-8748.2008.00626.x,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polygala_stenophylla,chacoff_2011.csv,"Mendoza, Argentina",-32.008985,-68.015892,Fabales,Polygalaceae,Polygala,Polygala stenophylla,NA,bisexual,hermaphrodite,NA,NA,NA,NA,NA,self_compatible,NA,NA,NA,NA,flower,NA,NA,NA,pink,bowl,zygomorphic,2,NA,NA,4.5,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,"grondona 1948; medan et al., 2002","journal: instituto de botanica darwinion; journal: artic , antartic, and alpine research",NA,https://doi.org/10.2307/1552480,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prosopis_flexuosa,chacoff_2011.csv,"Mendoza, Argentina",-32.008985,-68.015892,Fabales,Fabaceae,Prosopis,Prosopis flexuosa,NA,bisexual,hermaphrodite,NA,NA,NA,NA,NA,NA,NA,NA,NA,self_compatible,flower,NA,NA,NA,green,tube,actinomorphic,4,2,6,8,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,shrub,perennial,3,10,6.5,simpson 1977; carvalho & stefenon 2018,journal: oecologia; journal: annals of forest research,https://doi.org/10.1007/bf00347467,https://doi.org/10.15287/afr.2018.959,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
