"","Order_all","Family_all","Genus_all","Species_all","Breeding_system","IMPUTED_Compatibility","Autonomous_selfing_level","Autonomous_selfing_level_fruit_set","Flower_morphology","Flower_symmetry","Flowers_per_plant","Flowers_per_inflorescence","Floral_unit_width","Corolla_diameter_mean","Corolla_length_mean","STYLE_IMPUTED","OVULES_IMPUTED","life_form","lifespan","IMPUTED_plant_height_mean_m","Nectar_presence_absence"
"Erythronium albidum","Liliales","Liliaceae","Erythronium","Erythronium albidum","Hermaphrodite","self_compatible","none",0,"Open","actinomorphic",1,1,25,25,24.1,19.1,34.7,"herb","Perennial",0.001,"no"
"Erythrospermum monticolum","Malpighiales","Achariaceae","Erythrospermum","Erythrospermum monticolum","Hermaphrodite","self_compatible","none",16.7190688144526,"Open","actinomorphic",7249.85339369806,40,30,6.61712002765653,4.16976433062837,1,4,"tree","Perennial",4.5,"no"
"Erythroxylum macrocarpum","Malpighiales","Erythroxylaceae","Erythroxylum","Erythroxylum macrocarpum","Hermaphrodite","self_compatible","low",5,"Open","actinomorphic",100,10,30,6.5,7.96265413544226,1.4,3,"shrub","Perennial",4,"yes"
"Erythroxylum sechellarum","Malpighiales","Erythroxylaceae","Erythroxylum","Erythroxylum sechellarum","Hermaphrodite","self_compatible","low",5,"Open","actinomorphic",100,10,30,13.0356578389177,3.2,1.4,3,"shrub","Perennial",7.5,"yes"
"Monimiastrum globosum","Myrtales","Myrtaceae","Eugenia","Eugenia kanakana","Hermaphrodite","partially_self_compatible","none",8.72501287557407,"Brush","actinomorphic",200,5,40,15.8570680479315,11.4393898183349,3.5,30,"shrub","Perennial",4.5,"no"
"Eugenia orbiculata","Myrtales","Myrtaceae","Eugenia","Eugenia orbiculata","Hermaphrodite","partially_self_compatible","none",12.9965087516789,"Open","actinomorphic",200,5,40,10,10.5919863571966,3.5,40,"tree","Perennial",4.5,"no"
"Eulophus americanus","Apiales","Apiaceae","Eulophus","Eulophus americanus","Hermaphrodite","self_incompatible","none",10.1178196443194,"Open","actinomorphic",250,250,250,3,0.001,0.001,2,"herb","Perennial",0.001,"yes"
"Euonymus alatus","Celastrales","Celastraceae","Euonymus","Euonymus alatus","Hermaphrodite","self_compatible","none",26.7682509056982,"Open","actinomorphic",2000,50,45,9,1,0.001,7,"shrub","Perennial",1,"yes"
"Evonymus atropurpureus","Celastrales","Celastraceae","Evonymus","Euonymus atropurpureus","Hermaphrodite","self_compatible","none",26.2705105442169,"Open","actinomorphic",2500,3,30,7,0.001,6,16,"shrub","Perennial",4,"yes"
"Eupatorium altissimum","Asterales","Asteraceae","Eupatorium","Eupatorium altissimum","Hermaphrodite","self_incompatible","low",13,"Capitulum","actinomorphic",150,150,35,7.1,4,10,5,"herb","Perennial",0.001,"yes"
"Eupatorium chinense","Asterales","Asteraceae","Eupatorium","Eupatorium chinense","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",250,250,140,2.1,5,10,5,"shrub","Perennial",1,"yes"
"Eupatorium perfoliatum","Asterales","Asteraceae","Eupatorium","Eupatorium perfoliatum","Hermaphrodite","partially_self_compatible","low",13,"Capitulum","actinomorphic",500,500,250,12,4.1,10,16,"herb","Short lived",0.001,"yes"
"Eupatorium purpureum","Asterales","Asteraceae","Eupatorium","Eupatorium purpureum","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",1000,1000,120,30.12,5.5,11.5,5.5,"herb","Perennial",1.35,"yes"
"Eupatorium serotinum","Asterales","Asteraceae","Eupatorium","Eupatorium serotinum","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",500,500,300,30,2.75,10,11.5,"herb","Perennial",1,"yes"
"Eupatorium sessilifolium","Asterales","Asteraceae","Eupatorium","Eupatorium sessilifolium","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",350,350,140,4,11.5969046755369,10,5,"herb","Perennial",0.001,"yes"
"Euphorbia corollata","Malpighiales","Euphorbiaceae","Euphorbia","Euphorbia corollata","Monoecious","monoecious","none",0,"Open","actinomorphic",90,90,80,6,2,1.1,3,"herb","Perennial",0.001,"yes"
"Euphorbia cyathophora","Malpighiales","Euphorbiaceae","Euphorbia","Euphorbia cyathophora","Monoecious","monoecious","none",0,"Open","actinomorphic",10,10,20,2,2,1.6,3,"herb","Short lived",0.001,"yes"
"Euphorbia preslii","Malpighiales","Euphorbiaceae","Euphorbia","Euphorbia nutans","Monoecious","monoecious","none",0,"Open","actinomorphic",200,30,20,5.7,3.9,1.55,3,"herb","Short lived",0.001,"yes"
"Euphorbia pyrifolia","Malpighiales","Euphorbiaceae","Euphorbia","Euphorbia pyrifolia","Dioecious","dioecious","none",0,"Open","actinomorphic",75,30,60,3.10428672423585,2.25,2,3,"shrub","Perennial",6.5,"yes"
"Euphorbea segatalis","Malpighiales","Euphorbiaceae","Euphorbia","Euphorbia segetalis","Monoecious","self_compatible","low",13,"Open","actinomorphic",75,10,8,2,3,3,3,"herb","Short lived",0.001,"yes"
"Euphrasia collina","Lamiales","Orobanchaceae","Euphrasia","Euphrasia collina","Hermaphrodite","self_compatible","medium",60,"Tube","zygomorphic",20,20,30,11,10.1,10,24,"herb","Perennial",0.001,"yes"
"Euphrasia regelii","Lamiales","Orobanchaceae","Euphrasia","Euphrasia regelii","Hermaphrodite","self_compatible","medium",60,"Tube","zygomorphic",5,5,20,6,7.5,5,39,"herb","Short lived",0.001,"yes"
"Euphrasia revoluta","Lamiales","Orobanchaceae","Euphrasia","Euphrasia revoluta","Hermaphrodite","self_compatible","medium",60,"Tube","zygomorphic",3,3,75,14.1,12.5,5,31.5,"herb","Perennial",0.001,"yes"
"Euphrasia zelandica","Lamiales","Orobanchaceae","Euphrasia","Euphrasia zelandica","Hermaphrodite","self_compatible","medium",60,"Tube","zygomorphic",5,5,75,13.5,9,5,24,"herb","Short lived",0.001,"yes"
"Euptelea polyandra","Ranunculales","Eupteleaceae","Euptelea","Euptelea polyandra","Hermaphrodite","partially_self_compatible","medium",50.5,"Brush","actinomorphic",750,75,15,2.5,2.5,10,4,"tree","Perennial",10,"no"
"Eurya japonica","Ericales","Pentaphylacaceae","Eurya","Eurya japonica","Dioecious","self_incompatible","none",0,"Campanulate","actinomorphic",20000,300,15,3.5,3.5,1.5,9,"shrub","Perennial",3.5,"yes"
"Euscaphis japonica","Crossosomatales","Staphyleaceae","Euscaphis","Euscaphis japonica","Hermaphrodite","self_compatible","none",19.6249008853142,"Open","actinomorphic",40000,200,20,4.5,4,2,6,"tree","Perennial",5,"yes"
"Solidago graminifolia","Asterales","Asteraceae","Euthamia","Euthamia graminifolia","Hermaphrodite","self_incompatible","low",13,"Capitulum","actinomorphic",400,400,75,5,4,10,36.5,"herb","Perennial",0.001,"yes"
"Meriana sclerophylla","Solanales","Convolvulaceae","Evolvulus","Evolvulus pusillus","Hermaphrodite","self_compatible","none",0,"Tube","actinomorphic",50,1,10.5,10.5,3,1.5,4,"herb","Perennial",0.001,"no"
"Excoecaria benthamiana","Malpighiales","Euphorbiaceae","Exoecaria","Excoecaria benthamiana","Monoecious","monoecious","none",0,"Open","actinomorphic",50000,20,10,2.2,2,1,3,"tree","Perennial",6,"yes"
"Cacabus miersii","Solanales","Solanaceae","Exodeconus","Exodeconus miersii","Hermaphrodite","self_compatible","low",36.5945152508931,"Campanulate","actinomorphic",100,5,18.2,18.2,50,45,100,"herb","Short lived",0.001,"yes"
"Polygonum scandens","Caryophyllales","Polygonaceae","Fallopia","Fallopia scandens","Hermaphrodite","self_incompatible","none",0,"Open","actinomorphic",600,40,20,5.1,3.1,1,1,"herb","Perennial",3,"yes"
"Farfugium joponicum","Asterales","Asteraceae","Farfugium","Farfugium joponicum","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",60,30,100,25,20,5.1,30,"herb","Perennial",0.001,"yes"
"Faujasiopsis flexuosa","Asterales","Asteraceae","Faujasiopsis","Faujasiopsis flexuosa","Hermaphrodite","self_incompatible","none",4.33912769958112,"Capitulum","actinomorphic",70,70,50,3.3,6.5597402092948,6,40,"shrub","Perennial",1.5,"no"
"Filipendula ulmaria","Rosales","Rosaceae","Filipendula","Filipendula ulmaria","Hermaphrodite","self_compatible","high",88,"Open","actinomorphic",600,600,150,6.5,0.001,1.25,2,"herb","Perennial",0.001,"no"
"Flagellaria indica","Poales","Flagellariaceae","Flagellaria","Flagellaria indica","Hermaphrodite","self_compatible","none",16.5639408127162,"Campanulate","actinomorphic",150,150,50,2.5,2.1,1,3,"vine","Perennial",7.5,"no"
"Fragaria virginiana illinoensis","Rosales","Rosaceae","Fragaria","Fragaria virginiana","Dioecious","self_compatible","none",25.4751950484397,"Open","actinomorphic",5,5,15.5,15.5,1.4,1,100,"herb","Perennial",0.001,"yes"
"Frasera carolinensis","Gentianales","Gentianaceae","Frasera","Frasera caroliniensis","Hermaphrodite","self_compatible","low",17.9,"Open","actinomorphic",75,75,240,24,25.9472500971004,5,10,"herb","Perennial",1.65,"yes"
"Fraxinus americanus","Lamiales","Oleaceae","Fraxinus","Fraxinus americana","Dioecious","dioecious","none",0,"Open","actinomorphic",16964.1715626935,100,40,3,10,1,4,"tree","Perennial",22.5,"no"
"Freesia refracta","Asparagales","Iridaceae","Freesia","Freesia refracta","Hermaphrodite","self_incompatible","none",0,"Tube","actinomorphic",30,6,150,31.1,26,10,4,"herb","Perennial",0.001,"yes"
"Fumaria_capreolata","Ranunculales","Papaveraceae","Fumaria","Fumaria capreolata","Hermaphrodite","self_compatible","high",47.7082373959454,"Tube","zygomorphic",75,15,24,2,12,12,1.5,"vine","Perennial",0.001,"yes"
"Gaertnera petrinensis","Gentianales","Rubiaceae","Gaertnera","Gaertnera petrinensis","Hermaphrodite","self_incompatible","none",10.0267414059423,"Tube","actinomorphic",500,100,50,10,15,7.5,2,"shrub","Perennial",1.25,"yes"
"Gaertnera psychotrioides/edentata","Gentianales","Rubiaceae","Gaertnera","Gaertnera psychotrioides","Hermaphrodite","self_incompatible","low",13,"Tube","actinomorphic",500,100,50,10,12.5,12.5,2,"tree","Perennial",6.3,"yes"
"Gaertnera rotundifolia","Gentianales","Rubiaceae","Gaertnera","Gaertnera rotundifolia","Hermaphrodite","self_incompatible","low",13,"Tube","actinomorphic",500,100,50,2.5,20,15.25,2,"shrub","Perennial",3.5,"yes"
"Galactea striata","Fabales","Fabaceae","Galactia","Galactia striata","Hermaphrodite","self_compatible","high",56.0279110991599,"Papilionaceous","zygomorphic",50,4,8,8,5.1,5,12,"vine","Perennial",2.3,"yes"
"Galactites tomentosa","Asterales","Asteraceae","Galactites","Galactites tomentosus","Hermaphrodite","self_incompatible","none",15.8636236772333,"Capitulum","actinomorphic",3,3,60,60,16.5,10,30,"herb","Short lived",0.001,"yes"
"Galactophora schomburgkiana","Gentianales","Apocynaceae","Galactophora","Galactophora schomburgkiana","Hermaphrodite","self_compatible","none",19.9325923107554,"Tube","actinomorphic",3,1,25,25,58.5,20,885.57540809984,"vine","Perennial",1.25,"yes"
"Orchis spectabilis","Asparagales","Orchidaceae","Galearis","Galearis spectabilis","Hermaphrodite","partially_self_compatible","none",0,"Tube","zygomorphic",5,5,60,20,25,0.001,25000,"herb","Perennial",4.5,"yes"
"Galeopsis bifida","Lamiales","Lamiaceae","Galeopsis","Galeopsis bifida","Hermaphrodite","self_compatible","high",88,"Tube","zygomorphic",15,15,20,7,13.5,10,4,"herb","Short lived",0.001,"yes"
"Galium aperine","Gentianales","Rubiaceae","Galium","Galium aparine","Hermaphrodite","self_compatible","high",88,"Open","actinomorphic",35,5,12,1.5,1,0.001,2,"herb","Short lived",1,"yes"
"Galium palustre","Gentianales","Rubiaceae","Galium","Galium palustre","Hermaphrodite","self_incompatible","low",13,"Open","actinomorphic",50,5,12,4,1,0.001,2,"herb","Perennial",0.001,"yes"
"Galium perpusillum","Gentianales","Rubiaceae","Galium","Galium perpusillum","Dioecious","dioecious","none",0,"Tube","actinomorphic",20,1,12,3.75,0.001,1,2,"herb","Perennial",0.001,"yes"
"Galium propinquum","Gentianales","Rubiaceae","Galium","Galium propinquum","Hermaphrodite","self_incompatible","none",0,"Open","actinomorphic",30,5,12,1.65,1.65,1,2,"herb","Perennial",0.001,"yes"
"Galium saxatile","Gentianales","Rubiaceae","Galium","Galium saxatile","Hermaphrodite","self_incompatible","none",0,"Open","actinomorphic",50,10,10,2.5,1,2,2,"shrub","Perennial",0.001,"yes"
"Galium verum","Gentianales","Rubiaceae","Galium","Galium verum","Hermaphrodite","self_incompatible","none",0,"Tube","actinomorphic",300,20,20,3,3,1,2,"herb","Perennial",0.001,"yes"
"Galvezia leucantha","Lamiales","Plantaginaceae","Galvezia","Galvezia leucantha","Hermaphrodite","self_compatible","high",46.6820403843461,"Tube","zygomorphic",20,20,7,7,9.25,1.5,4,"shrub","Perennial",0.001,"yes"
"Gastonia crassa","Apiales","Araliaceae","Gastonia","Gastonia crassa","Hermaphrodite","monoecious","none",5.08026758958443,"Campanulate","actinomorphic",80,80,125,6.5,17,1,7,"shrub","Perennial",5,"yes"
"Gaura biennis","Myrtales","Onagraceae","Gaura","Gaura biennis","Hermaphrodite","self_compatible","high",88,"Open","zygomorphic",50,5,50,13,7,11,4,"herb","Short lived",1.05,"yes"
"Gaylussacia baccata","Ericales","Ericaceae","Gaylussacia","Gaylussacia baccata","Hermaphrodite","partially_self_compatible","low",10,"Tube","actinomorphic",2000,100,120,4,7,5.05,10,"herb","Perennial",0.001,"yes"
"Geniostoma borbonicum","Gentianales","Loganiaceae","Geniostoma","Geniostoma borbonicum","Hermaphrodite","self_compatible","none",10.3346288500172,"Campanulate","actinomorphic",500,100,60,8,4.75,1.15,65,"tree","Perennial",8.5,"no"
"Genista anglica","Fabales","Fabaceae","Genista","Genista anglica","Hermaphrodite","self_incompatible","none",0,"Papilionaceous","zygomorphic",1000,15,25,8,12.5,6.5,17.9,"shrub","Perennial",0.001,"no"
"Genista hirsuta","Fabales","Fabaceae","Genista","Genista hirsuta","Hermaphrodite","self_incompatible","none",0,"Papilionaceous","zygomorphic",3000,20,25,1.7,8.5,9.1,6.47,"shrub","Perennial",0.001,"no"
"Genista pilosa","Fabales","Fabaceae","Genista","Genista pilosa","Hermaphrodite","self_incompatible","none",0,"Papilionaceous","zygomorphic",500,30,20,7,10,6.5,13,"herb","Perennial",0.001,"no"
"Gentiana andrewsii","Gentianales","Gentianaceae","Gentiana","Gentiana andrewsii","Hermaphrodite","self_compatible","low",4,"Tube","actinomorphic",10,10,100,18.75,37.5,15,150,"herb","Perennial",0.001,"yes"
"Gentiana atuntsiensis","Gentianales","Gentianaceae","Gentiana","Gentiana atuntsiensis","Hermaphrodite","self_compatible","none",0,"Campanulate","actinomorphic",10,10,60,14.5,29,4.5,150,"herb","Perennial",0.001,"yes"
"Gentiana chungtienensis","Gentianales","Gentianaceae","Gentiana","Gentiana chungtienensis","Hermaphrodite","self_compatible","none",0,"Campanulate","actinomorphic",30,30,19.5,19.5,19.5,1.75,150,"herb","Short lived",0.001,"yes"
"Gentiana crassicaulis","Gentianales","Gentianaceae","Gentiana","Gentiana crassicaulis","Hermaphrodite","self_compatible","none",0,"Campanulate","actinomorphic",35,35,80,20.1,21,2.25,150,"herb","Perennial",0.001,"yes"
"Gentiana puberula","Gentianales","Gentianaceae","Gentiana","Gentiana saponaria","Hermaphrodite","self_compatible","none",0,"Tube","actinomorphic",5,5,80,18.1,40,20,150,"herb","Perennial",0.001,"yes"
"Gentiana corymbifera","Gentianales","Gentianaceae","Gentianella","Gentianella corymbifera","Hermaphrodite","self_compatible","low",13,"Open","actinomorphic",30,30,100,16,10,15,52,"herb","Short lived",0.001,"yes"
"Gentianella diemensis","Gentianales","Gentianaceae","Gentianella","Gentianella diemensis","Hermaphrodite","self_compatible","low",13,"Open","actinomorphic",5,5,100,18,10,15,85,"herb","Short lived",0.001,"yes"
"Gentiana montana","Gentianales","Gentianaceae","Gentianella","Gentianella montana","Hermaphrodite","self_compatible","low",13,"Open","actinomorphic",6,4,100,15.15,15.25,15,66,"herb","Short lived",3.6,"yes"
"Geoffroea spinosa","Fabales","Fabaceae","Geoffroea","Geoffroea spinosa","Hermaphrodite","self_compatible","none",0,"Papilionaceous","zygomorphic",15000,30,75,9.1,15,15,2,"tree","Perennial",6,"yes"
"Geranium carolinianum","Geraniales","Geraniaceae","Geranium","Geranium carolinianum","Hermaphrodite","self_compatible","high",88,"Open","actinomorphic",5,5,7.1,7.1,1.3,13,5,"herb","Short lived",0.001,"yes"
"Geranium delavaryi","Geraniales","Geraniaceae","Geranium","Geranium delavayi","Hermaphrodite","self_compatible","none",32.4279641198845,"Open","actinomorphic",2,2,17.5,17.5,4.1,24.1,10,"herb","Perennial",0.001,"yes"
"Geranium maculatum","Geraniales","Geraniaceae","Geranium","Geranium maculatum","Dioecious","partially_self_compatible","low",13,"Open","actinomorphic",10,5,25.1,25.1,13,5,10,"herb","Perennial",0.001,"yes"
"Geranium nepalense","Geraniales","Geraniaceae","Geranium","Geranium nepalense","Hermaphrodite","self_compatible","none",33.8913064199125,"Open","actinomorphic",10,2,12.5,12.5,10,0.001,10,"herb","Perennial",0.001,"yes"
"Geranium robertianum","Geraniales","Geraniaceae","Geranium","Geranium robertianum","Hermaphrodite","self_compatible","high",88,"Campanulate","actinomorphic",10,10,17.5,17.5,10.5,20,10,"herb","Short lived",0.001,"yes"
"Geranium sibiricum","Geraniales","Geraniaceae","Geranium","Geranium sibiricum","Hermaphrodite","self_compatible","none",34.1224597511548,"Open","actinomorphic",10,5,12.5,12.5,6.25,5,10,"herb","Perennial",0.001,"yes"
"Geum canadense","Rosales","Rosaceae","Geum","Geum canadense","Hermaphrodite","self_compatible","none",33.7558448804974,"Open","actinomorphic",5,1,15,15,2.5,5.5,1,"herb","Perennial",0.001,"yes"
"Geum japonicum","Rosales","Rosaceae","Geum","Geum macrophyllum","Hermaphrodite","self_compatible","none",34.5862595075533,"Open","actinomorphic",8,8,11.1,11.1,4,0.001,1,"herb","Perennial",0.001,"yes"
"Geum rivale","Rosales","Rosaceae","Geum","Geum rivale","Hermaphrodite","partially_self_compatible","low",13.2,"Campanulate","actinomorphic",5,2,12.5,12.5,11,7,1,"herb","Perennial",0.001,"yes"
"Geum uniflorum","Rosales","Rosaceae","Geum","Geum uniflorum","Hermaphrodite","self_compatible","none",30.5252247961088,"Open","actinomorphic",1,1,25,25,18,5,1,"herb","Perennial",0.001,"yes"
"Geum vernum","Rosales","Rosaceae","Geum","Geum vernum","Hermaphrodite","self_compatible","none",34.2361744720074,"Open","actinomorphic",5,5,14,14,3,2.1,1,"herb","Perennial",0.001,"yes"
"Gillenia stipulacea","Rosales","Rosaceae","Gillenia","Gillenia stipulacea","Hermaphrodite","self_compatible","none",28.686660672923,"Tube","actinomorphic",5,5,28,28,7.2,2,4,"herb","Perennial",0.001,"yes"
"Glechoma hederacea","Lamiales","Lamiaceae","Glechoma","Glechoma hederacea","Dioecious","self_compatible","none",0,"Tube","zygomorphic",10,3,25,8,12.5,7,4,"herb","Perennial",0.001,"yes"
"Gleditsia triacanthos","Fabales","Fabaceae","Gleditsia","Gleditsia triacanthos","Monoecious","monoecious","none",0,"Open","actinomorphic",20000,120,25,5,1.5,0.001,10,"tree","Perennial",17.5,"yes"
"Glionnetia sericea","Gentianales","Rubiaceae","Glionnetia","Glionnetia sericea","Hermaphrodite","self_compatible","low",13,"Tube","actinomorphic",75,15,120,30,9.4,10,100,"shrub","Perennial",5.5,"yes"
"Glochidion acuminatum","Malpighiales","Phyllanthaceae","Glochidion","Glochidion acuminatum","Monoecious","monoecious","none",0,"Tube","actinomorphic",500,5,10,1.5,3,1.25,8,"shrub","Perennial",5.5,"no"
"Glochidion obovatum","Malpighiales","Phyllanthaceae","Glochidion","Glochidion obovatum","Monoecious","monoecious","none",0,"Open","actinomorphic",500,5,5,1.75,1.75,1.25,9.5,"shrub","Perennial",0.001,"no"
"Glochidion zeylanicum","Malpighiales","Phyllanthaceae","Glochidion","Glochidion zeylanicum","Monoecious","monoecious","none",0,"Open","actinomorphic",500,5,20,4,2,3.5,11,"shrub","Perennial",3.5,"no"
"Gnaphalium polycephalum","Asterales","Asteraceae","Gnaphalium","Gnaphalium polycephalum","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",20,20,100,4.1,4.1,0.001,67,"herb","Short lived",0.001,"yes"
"Gomphrena celosioides","Caryophyllales","Amaranthaceae","Gomphrena","Gomphrena celosioides","Hermaphrodite","self_compatible","medium",70,"Tube","actinomorphic",1000,50,25,2,5.5,0.001,1,"herb","Perennial",0.001,"yes"
